reviewText,overall,sentiment
"I am a senior but have baby fine hair so thought I would give this Suave Kids 3 in 1 Shampoo a try. Regular conditioner weights it down so much. The first thing I noticed was while rinsing my hair it was so massively tangled I wasn't able to run my fingers through it as usual to get the shampoo out. My hair was all balled up. I rinsed as best as I could. Looking back I should have re-shampooed with my regular shampoo and used my conditioner but I didn't. I have NEVER had so much trouble combing out my wet hair. It was unbelievably tangled. After drying it, it was so full of electricity it was just standing up in the air and my hair is below shoulder length. This is the worst shampoo I have ever used and I don't believe there is ANY conditioner in it. I guess some folks like it but I surely do not recommend it.",1.0,negative
It is too stale and sour. Never again will I buy this product. But MTR has good reputation on other products.,1.0,negative
I have used this for years. It does not leave undesirable stains on your shirts. It works well. It's gel and you don't need to apply much.,4.0,positive
"In the hand soap I prefer the rosemary scent,but this is good.  Wish amazon carried handsoap refills.",4.0,positive
Sweet. Good for cooking or smoothies,5.0,positive
Yum!  We really like the size and flavor.,5.0,positive
Good product. But the bottle is small. For the same price you could go to the store and get double the amount.,1.0,negative
"As described, Came on time...would order again.",4.0,positive
"This is not low loss cable.  The transmit power was so degraded, that having the antenna gain was moot.  I also bought two of these so I know it was not just a bad cable.  If you are seriously looking to improve your signal strength, use a thicker, and shorter cable.",1.0,negative
I got this as part of my first prime pantry box and I'm very happy with it.  I was looking for quick and easy dinners and I know that Old El Paso makes good quality food that is also quick and easy.  This is a great change from just regular old tacos and not nearly as messy.  I've been very happy with all my purchases from them and in fact I'm having this particular dinner tonight.,5.0,positive
good snack!,5.0,positive
Not impressed.  Bland flavor and gummy,2.0,negative
"My daughter didn't like the taste of these.  Never tried this brand...she said the cheese tasted funny.  We ended up throwing them out.  I'm sure they're fine, just individual taste when used to different brand.",2.0,negative
"This product has a very odd texture which makes it clear it is not a jam. I like that it is reduced sugar, but I am not sure what else is in there. Not a fan. Doesn't taste great, and the squeezable dispenser does not work the way I had hoped at all. Won't be buying this again.",2.0,negative
"I purchased this for my 6x D-cell mag lite, and relative to the OEM incandescent bulb, my light is actually dimmer now.  Its pretty sad, I have an insight m6x for a pistol of mine, this light takes two cr-123 batteries and is MUCH brighter than my 6 D cell light. all in all, if you are looking for an upgrade, look elsewhere",2.0,negative
"This is a very good tasting soup. Unlike many canned soups it's not excessively salty. Granted, you won't feel the need to add salt, but it's reasonably well balanced with regard to salt.

It is a bit on the thin side. While the term ""hearty"" is in the title, I don't think it reaches that mark, with a lot of broth present. The meat, while tasty, is in very small pieces.  The veggies are sparse and somewhat mushy. On the plus side, the potatoes are cut large and are of good consistency -- soft, but not mushy.

I find it works best with the addition of some beans, more veggies and/or some wild rice. Additions dial up the ""hearty-ness"" while preserving the overall good taste.

I picked this up to round out a recent Amazon Pantry order, but I would certainly buy it again.",4.0,positive
"Good quality tube however the tube was 3/8"" and labeled 1/4"". The package appeared to be a rewrap and mislabeled.  All quarter inch barbs Are unusable with this tube.",1.0,negative
"not the gaffers tape im used to, plastic finish does not conform well and the adhesive is hardly up to snuff",2.0,negative
"I just can't give a canned chili 5 stars but for what it is, it is fine.  This chili for many years has been my standby to make chili dogs.  No, I don't warm it up and eat it from a bowl.  The only use for  me is chili dogs and it makes very good ones.",4.0,positive
"This pasta is made from a crescent shaped piece of thin pasta that is rolled to form a pasta that looks sort of like a lily.  (Yes, I unrolled one to see how it is made.)  I like the unusual shaped pasta that Barilla makes, but this is not my favorite.  Since it is made from rather thin pasta, but is then rolled, it is hard to get it cooked to exactly the right degree of doneness.  You have to cook it long enough to get the rolled part cooked, but then the edges are often overcooked.  Since there are so many other pasta shapes to choose from, I won't buy this again.",2.0,negative
Great Product,5.0,positive
"Its almost to creamy, like buttery.  We didn't like it.",2.0,negative
"I was really disappointed by the heat/spiciness of this dish, especially when it's marked with only one chili pepper. I love Indian food and I used to be able to eat very spicy dishes, but I'm a disable senior who needs milder flavors now - durn. I did think the flavor and texture was good if it just had not been so hot. For those who can tolerate the extra heat, if you like paneer dishes, I imagine you'd like this. There is always no doubt about convenience and ease with these products and I'm glad they are available, just wish there were more that old ladies could eat!",2.0,negative
good,2.0,negative
These are delicious! Great with salsa and /or hummus.,4.0,positive
Wow. Delicious and healthy ... what more can you ask for?!,5.0,positive
"Bought through Amazon Pantry, these did not taste fresh, box arrived crushed.",2.0,negative
"Unfortunately, the product tastes like it's filled with preservatives. That's the only way I can properly account for the strange taste. It's like the product is unfinished and they are still in the process of adding ingredients.",1.0,negative
"convenient size, good quality, reasonable price, would recommend",4.0,positive
